10000,5
20000,7
30000,11
40000,21
50000,28
60000,31
70000,49
80000,41
90000,42
100000,49
110000,56
120000,57
130000,59
140000,68
150000,63
160000,75
170000,71
180000,71
190000,72
200000,76
210000,83
220000,83
230000,90
240000,89
250000,87
260000,93
270000,95
280000,99
290000,99
300000,103
